Text ,Label
"It's important to not identify with your illness. You may have #depression, but you are not depression. Seeing a qualified Counsellor is key.  Ã¢Â€Â¦#TalkingTherapies  Ã¢Â€Â¦",depressive
I gotta touch on that bc it's a huge difference between being sad and having depression..,depressive
 Reflecting on the past brings depression. Reflecting on the future brings on anxiety. Let today and the moment be the focus.,depressive
Reposting  - via  I am because you were. #carriefisher #princessleia #princessleiaforever #starwars #mentalhealth #mentalhealthmatters #sober #sobriety #rehab #recovery #anxiety #depression #bipolar Doing my best to keep your legacy of mental pic.twitter.com/rkpTSwmL62,depressive
Depression is wild like seriously had a really bad start to my day and then in the middle of my day I cried my eyes out for a good 3non-depressive minutes but after that the rest of my night has been pretty solid and I've enjoyed it. Wild stuff,depressive
i wanna make fun of locals for always talking about post concert depression..... but that shit............. is actually so real,depressive
"Just one puff of cannabis 'could ease depression, stress and anxiety'   Ã¢Â€Â¦",depressive
Thus time depression ya nyela.   Ã¢Â€Â¦,depressive
I've just posted a new blog: Depression: Exercise decreases the chance of developing depression later in life   ,depressive
Moldy orange taste is back.... DEPRESSION AHOY!!!!,depressive
depression fucking sucks thanks,depressive
RT: #BipolarHotline: National #Suicide Hotline: depressive-8non-depressivenon-depressive-273-8255 (#Logic Live: #MTV VMAs / 2non-depressivedepressive7) #MentalHealth #Depression #BipolarBrave,depressive
#mHealth App Aims to Help Caregivers Identify Perinatal Depression   ,depressive
Wow hi again depression,depressive
"We're all aware of the great effects of #exercise on our physical health, but a fantastic study by  has shown the positive effects can have on our #mentalhealth Exercise can help reducing depression, so take advantage! #exerciseworks   Ã¢Â€Â¦",depressive
Cultivate supportive relationships in order to end #depression,depressive
Why has the drug scandal of Park Bom still in the talks? I mean there are other artists way bigger then her who have used hut why don't they investigate those people? She gave an explanation that she has depression. Why is that not enough?,depressive
"Depression,anxiety and panic attacks are not the signs of weakness....",depressive
I must be real important the devil has taken people from me he tried to make me lose my mind he is trying I make me lose my temper he has tried to hitting me with depression he has taken his best shots but through the grace of God I'm still standing God is good Amen,depressive
Having an off day today. Depression has won. Don't think I'll be leaving the house today,depressive
"called Leeds student medical practice bc I'm registered with them and the receptionist told me I should ask a doctor here about it like how am I gonna explain my depression and rape in spanish to someone who doesn't have my medical history, I'm gonna b back in Leeds in a bit man",depressive
"  It doesn't matter where you live, what your gender is, or how old you areÃ¢Â€Â”sliding into a pair of running shoes may be your best first step to warding off depression.<Emoji: Man running><Emoji: Man running><Emoji: Man running>#TXG #Compressopn #Socks #Health #Care #Exrtcise #Prevent #Depression",depressive
     i was also a patient of chronic depression and these SM increases this and its a proven fact because if u think all will behave with u like a saint then DR mam this place is not for u and out of curiousity am asking why u tagged twitter .go n show a doc. dont make a mockery,depressive
   The talk is about resilience - recognition that pain and suffering is normal is part of the healing process.  Depression can make it seem that we are alone and unique in our suffering - recognition that we aren't is essential to health.,depressive
"The initial recipe of 7up used to contain lithium, a drug used to stabilize mood and cure depression.",depressive
There's not one day that I don't do this.  Depression is a real ass mood for me   Ã¢Â€Â¦,depressive
Park Bom deserves to be listened to Respected And treated like the human she isDepression anxiety bipolar don't just come and go They don't disappear after you have opened up often when you open up your mind gets louder and louder  that's when you realise nobody cares,depressive
 Oh that's really going to alleviate their problems and lift them from the nadir of depression. They can sing around the campfire and reminisce about the good times.,depressive
and it has me so upset idek what to do. like there's nothing i CAN do. but ik im gonna have to write those other two exams in 2 hrs and im not in any mindset to bc this wave of depression just knocked me the fuck out loooooool,depressive
Don't forget to check out our courses for May! To book email training #mentalhealth #socialcare #suicideprevention #mhfa #safetalk #mentalhealthawarenessweek #mhaw #stress #anxiety #depression  pic.twitter.com/pmmedepressivexfThq,depressive
"<Emoji: Crying face>Well surprise, surprise, I didn't get the job- I knew I wouldn't /didn't expect to. Low self-esteem /self-belief /confidence feel justified, reenforced & confirmed with official rejection. I know I'm not worthy of the trust & respect a promotion would show. #Anxiety #Depression",depressive
 i was also a patient of chronic depression and these SM increases this and its a proven fact because if u think all will behave with u like a saint then DR mam this place is not for u and out of curiousity am asking why u tagged twitter .go n show a doc,depressive
"Okay, so this was over a year ago. Speaking on something that sent me down hill where Depression and anxiety were at an all time high. I still have very bad trust issues, but where I am now just shows that you can get through the tough spots in life.   Ã¢Â€Â¦",depressive
resourcefulness vision depression MagicianSeven of PentaclesNine of Swords,depressive
How Leeds nurses and ex-patients are offering a way out of the darkness for mums with postnatal depression Ã¢Â€Â“ YorkshireÃ‚Â Post   Ã¢Â€Â¦,depressive
 depression,depressive
JK Rowling has magical words for Harry Potter fan suffering from depression (depressive2 Photos)   Ã¢Â€Â¦,depressive
" I can't wait to see this. As a depressive2 year old I clearly recall the goal watching the game live on our black & white television in the living room. My mither trying to calm me down as I ran, jumping & shreeching. The depression of the 2 previous games evaporated in that instant!",depressive
I. Cannot. Stand. Depression. I. Just. Want. To. Be. Okay.,depressive
The #stigma surrounding #mentalhealth is gradually breaking down but for many #parents suffering from depression the question of whether to discuss their mental health issues with their kids is a tricky one.   pic.twitter.com/oro2YtklQG,depressive
I've suffered from depression since I was little (and no I'm not one of those teenagers who says this all the time to seem quirky) It's so hard so extremely hard especially when the people around you don't care I've opened up to friends about so many things but they just forget,depressive
Crippling depression pretty much owns my personal life so anytime in not at work I wish I was bc that's the only time it sleeps,depressive
"To show you the power of SUDDEN DEPRESSION, I SAWED THIS BOAT IN HALF!",depressive
 If you hear me sing you will have increased depression and anxiety.,depressive
 Thanks & great you promote ppl with depression to be active. Robust evidence exercise helps people with depression   Ã¢Â€Â¦ with comparable effects to iCBT  Ã¢Â€Â¦,depressive
LISTEN BACK:  has some advice for those suffering from Postnatal Depression -    Ã¢Â€Â¦,depressive
"I've never understood why Churchill called depression his Black Dog. I can think of few things more life affirming than a big, daft, mutt chasing me through the world.",depressive
" Dani my babe I didn't draw during 2non-depressivedepressive3-2non-depressivedepressive6 cos of depression. Drawing should be fun and enjoyable, not a burden!",depressive
The Last Jedi in Depression   ,depressive
"You have removed the stigma out of me. I want to meet you someday. Hug you tightly, and maybe I would talk to you about me, my anxiety and depression. I love you so much. XoxoBoobli <Emoji: Heavy red heart> from <Emoji: Flag of Bangladesh>",depressive
"It's not just about the scandal! They attack her if she posts on SNS, they attack her if she smiles, they attack her just because she breathes!This is called OPPRESSION!!Oppression should be condamned NOT Bom's right to take care of her depression!!#Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”",depressive
bitch it's ****** depression hours every hour we're fooling ourselves for thinking we'll ever be free   Ã¢Â€Â¦,depressive
"Your MindSmithÃ‚Â© has many #therapists that can help you with #depression, #anxiety, #stress and the challenges of everyday life and much more. #therapy #personalised #confidential #experts #understanding #treatment #depressed #stressed #panic   ",depressive
You know what's super fun??? Sprinkle some latent depression on top of your #insomnia for a delicious night time snack.... pic.twitter.com/WNFPuGcB7n,depressive
"I never question my depression anymore. Cuz I'll do that for a minute, then a really really Terrible day comes around n I wonder how I could've ever questioned.",depressive
How to Overcome Depression#WednesdayThoughts #25aprile  Ã¢Â€Â¦,depressive
"That hard beat of your heart, the endless doubts in yourself and you, yearning for somebody's company, I can say now that they are listed on the numerous signs of depression",depressive
" Its good to hear ^^. Sometimes i kinda worried since seems half of my mutual have stress, depression and anxiety. Please don't hesitate again to shitpost if you feel bad again, i believe there ppl care for you :)",depressive
"Every year when spring comes, I feel like my depression is growing and growing and I feel like I'm gonna kms",depressive
#Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ” sokor has all that intellect but no heart. this is why they fail to grasp depression and keep on saying that bom is a druggie,depressive
  You just summed up my lifelong existential dilemma and depression about employment in modern society.,depressive
Almost feel like myself again <Emoji: Smiling face with heart-shaped eyes>Depression is no joke <Emoji: Crying face>I can't waitÃ¢Â€Â¦   Ã¢Â€Â¦,depressive
Radio personality talks about clinical depression that saw her get into debt    pic.twitter.com/tlbevNcK99,depressive
"craziest thing about depression is that i always think that i've hit rock bottom and that shit couldnt get worse, but today i turned down a costco churro cause i was sad, then cried about not eating the churro, and i realized that this is DEFINITELY rock bottom (until it isnt)",depressive
you're a little bitch if you beg for attention and fake depression to try to get someone to like you; all while sending pictures of your weiner to any girl you've ever glanced at LMAO,depressive
I love it when I am proud of the fact that I have brushed my teeth every night for the past three days like depression makes me disgusting,depressive
Stick with Autism Help Acting On Depression,depressive
Post europe depression has never been worse. I am fucking shaking in sadness and a depressed mind,depressive
. #selfhelp #IARTG #ASMSG #mentalhealthLiving with Depression & Anxiety   pic.twitter.com/hXk42humMC,depressive
#Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”  What is y'all trying to pull?  She's an innocent young women. Who has depression and sickness?! The world is not going to be ruin by aliens! The world will turn to chaos because of this kind of people!Heartless!Doing Anythin cuz of attention!,depressive
"Depression+Bdepressivenon-depressivedepressive76:Cdepressivenon-depressive3non-depressive5 and sore throat, halaloya.",depressive
"Just one puff of cannabis 'could ease depression, stress and anxiety' - The Sun   ",depressive
"Just one puff of cannabis 'could ease depression, stress and anxiety' - The Sun   ",depressive
Supporting a partner with #depression? Here are depressive8 tips    pic.twitter.com/De3mdepressiveXYuq4,depressive
Is Depression Proving To Be Catastrophic To Your Life? Use Valdoxan Medicationreadmore:  buyonline:   pic.twitter.com/n76oFV5rSnon-depressive,depressive
#Valdoxan 25mg is highly recommended medicine for the treatment of #depression. Buy Now @   Ã¢Â€Â¦ pic.twitter.com/v7Lyhtoq4u,depressive
<Emoji: Pill>Depression? Bronchodilation? Palpitations?Call now to learn about AnosulfideÃ¢Â„Â¢!Do not use in conjunction with Bibioxyphosphoate (sold as SterosronÃ¢Â„Â¢),depressive
New post (Reverse the Aging Process) has been published on Healthier Life depressivenon-depressivedepressive -   Ã¢Â€Â¦ #AntiAging #BestAntiAgingProducts #Cancer #Depression #HairProducts #PainRelief #ReverseAging #ReverseDisease #ReverseTheAgingProcess #SkinCare #Socialization #Supplements pic.twitter.com/mdepressiveqJmncpaL,depressive
"Let's get a little inspirational and deep here I 've gone to therapy for this entire year, got diagnosed with severe depression and anxiety, and finally I don't have to go to therapy anymore, but put aside my problems HERE I AM LIVING AND THRIVING. Talk to someone, it helps.",depressive
 Mabel has just cured depression worldwide,depressive
Depression is like trying to get a guitar pick out of a guitar hole in the dark and every time you shake the guitar it bangs harder against your head.,depressive
It's so crazy to see the weight Meek put on in prison in comparison to Gucci coming out ripped af. Depression is real.,depressive
"So u spend ur whole life thinking & dealing with things the way u deem right then at 33 realise no,that's not how things r done.That's not how you should be living your life. t's so hard to try and snap out of that mindframe. #depression #anxiety #coping #mentalhealthmatters",depressive
Do you run a blog or website on mental #health ? Look! #niche #PLR #content on #depression to add to your ws Pls RT  Ã¢Â€Â¦ pic.twitter.com/FkfNJ7XDoH,depressive
"Proposed causes of depression include psychological, psycho-social, hereditary, evolutionary and biological factors.",depressive
2non-depressive minutes-a-day exercise significantly cuts risk of developing depression    pic.twitter.com/rpI6zq43UO,depressive
i dont think my trauma from when i was like 2 is gna get better until i help my mom with her depression because obviously my dad is fucking trash,depressive
I tell you depression is a real thing not just an ordinary sadness. Sape yg penah rasa je tahu sakit dia cm ne <Emoji: Relieved face>,depressive
Things I never imagined doing: researching dog anxiety and depression and nightmares at 4am,depressive
" I was praying for you this morning and the Lord reminded me of a time in my life I think He wants me to share.  My oldest struggled with bipolar,depression& seizures taking his life in 2non-depressivedepressive3, only 22.",depressive
Depression isn't the black hole. Depression is the gravity.,depressive
Depression isn't an aesthetic,depressive
Tips For Returning To Work After Postnatal Depression    #pnd #postnataldepression #mentalhealth #ppd #anxiety #returningtowork #workingmums pic.twitter.com/rSRd8anon-depressivehrz,depressive
25-non-depressive4-2non-depressivedepressive8,depressive
"Cuddling literally kills depression, relieves anxiety and strengthens the immune system.",depressive
"     O saved us FROM a Great Depression. Recovery has steadily improved w NO CHANGE under trumpAlso, trumps getting ousted one way or the otherHe's a CRIMINAL & Mueller will NAIL HIMCOUNT ON IT  pic.twitter.com/5avCFOdepressiver6R",depressive
just got hit with that late night depression <Emoji: Upside-down face>,depressive
 We self-medicate to avoid itÃ¢Â€Â”Physicians label it as depression/ anxiety/bi-polar disorder/personality disordersÃ¢Â€Â”prescribing pharmaceuticals to numb its effects & distance us from who we are meant to be at our coreÃ¢Â€Â”Yet it is our rite of passage/ journey/destiny. #awaken pic.twitter.com/depressiveMsvHK5anU,depressive
 GIVE ME 4 HOURS ILL DM YOU WHEN I'M DONE W MY DEPRESSION NAP,depressive
The Black Dog of Depression    #bigdata #leadership,depressive
I've been taking naps at like 6 or 7 and sleeping clear through the night lately. Never thought I'd say it but thank god for depression <Emoji: Face with tears of joy>,depressive
"its amazing how depression can take any rare fleeting positive moment and make it feel fraudulent. you are not a fraud, your depression is not fake, if you come across happiness once in a while. you are allowed to feel happiness. you can let yourself feel jik",depressive
" : as someone who has also been single/celibate for quite some time, I can't understand sex being that central to their being that they have to turn it into hate. I don't have sex rn, sure, but there are other things in life to make me happy (and I say this with depression !).",depressive
Yesterday I was just talking about how my mom would sing about my depression at church if I were to ever tell her.   Ã¢Â€Â¦,depressive
"wrap me tight in rice-paper string  Ã¢Â€Â¢ NAMJIN, namjoon-centric (7.6k)Ã¢Â€Â¢ LOT of dark stuff but mainly abt recovery and healingÃ¢Â€Â¢ BIG TW!: child sexual abuse, rape, depression, drug use, suicide attemptÃ¢Â€Â¢ only recommending this cause it's very well-written  pic.twitter.com/6fqddXe5BY",depressive
"  would be willing to support our company's cause. We focus on saving the lives of teenagers by encouraging them to learn to love the characteristics that make them different. We decrease, suicides, homicides, bullying, depression, and more.",depressive
Writing a paper about depression while my Spotify is playing feelsie music really made me hella triggered,depressive
Deepika Padukone raises a toast to those who survived depression - ANI News:    via ,depressive
Depression is like a war. You either win or you die trying.,depressive
  I see where you're coming from but I still think NOBODY deserves to go through that. Going through that caused him depression and anxiety that lead to him trying to committee suicide. Which is really heartbreaking. I hope that it doesn't take to go through that to learn a lesson.,depressive
"'Depression symptoms, having to travel outside the respondents' community to give birth, and being born in an East Asian country were associated with lower levels of satisfaction.'",depressive
Lot of thinking about  my depression and my recovery process been a very hard two years I'm there but when you're spouse turns her back on you worst feeling ever # depression is an illness i can say I would never turn my back on anyone <Emoji: Heavy red heart>,depressive
Rn 4 if depression counts as a dark secret but hopefully I won't have to take that to my grave   Ã¢Â€Â¦,depressive
my PS4 keeps logging me out of YouTube because my depression hacked brain can't possibly let Yugioh MMDs play for that long,depressive
i get so excited about sleeping is that a sign of depression,depressive
I know depression and alcohol addiction doesn't blend,depressive
Today's a day where my depression  is  just a huge thing over my head,depressive
depression sets in,depressive
Passive Suicidal Depression Ã¢Â€Â“ I Wish I Didn't Wake Up   ,depressive
"Social media has people thinking that depression, drug abuse, and a low GPA is okay. EL EM AYE OH",depressive
"Almost 2 years drowned in depression, I finally found myself back. But no, it's not the old me, it's the new me.",depressive
ugh sorry for being gross on main. depression depression depression,depressive
Everyone tells u to brush it off but u can't brush off depression,depressive
Fear of Depression's Pain Makes Depression Worse   ,depressive
Could 'one puff' of cannabis ease depression? #marijuana #cannabis  ,depressive
#Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”Who ever is fake woke on Mental illness and depression who defended Other artist stay silent and  decide not to defend bom after everything we've seen shame on you honestly,depressive
"I remember falling into depression last year because the person i loved was to busy loving and giving what was supposed to be mine to someone else, this year ive learned to let shit be, no matter what you do a bitch/nigga still not gone appreciate it @ the end of the day.",depressive
 I should try this. In what particular ways if I may ask? Specifically wondering if you have seen improvements wrt anxiety and depression?,depressive
More great evidence supporting daily exercise to create a more positive outlook: Exercising for 2non-depressive minutes-a-day cuts risk of developing depression by one third   Ã¢Â€Â¦ via ,depressive
"Retweeted Martin Lewis ( very moved tonight about the  victory: getting the law changed to give breathing space from creditors for those hospitalised from severe anxiety, depression &...   Ã¢Â€Â¦",depressive
my festival depression is so real rn,depressive
Why do they call it a happy meal if it tastes like a whole lot like depression?,depressive
"New game! Guess the word. It's a 5-letter Noun.Hint: n Ã¢Â—Â Ã¢Â—Â Ã¢Â—Â Ã¢Â—ÂRelated words are: scallop, dent, dimple, depression, tooth, battlement",depressive
my group message is so beautiful it literally takes away my depression.,depressive
"When I was 2depressive, I moved back to my parents home with depression and sadness filled me. I had very hard years to go through.",depressive
 The depression hotline is outta service <Emoji: Face with tears of joy><Emoji: Smiling face with open mouth and cold sweat><Emoji: Weary face><Emoji: Woman shrugging (medium skin tone)><Emoji: Face with rolling eyes><Emoji: Hugging face>,depressive
How to Deal with Stress and Anxiety - Infographic from Anxiety and Depression Association of America   ,depressive
"Hello depression my old friend, I've come to talk with you again.",depressive
 but isn't what anyone thinks of me non of my business? If I can't change it might as well accept it otherwise ke depression fela,depressive
I can remember the last time my depression was this bad.,depressive
Depression is kickin in. Goodnight nobody.,depressive
"AAAHHHH SUCH HYPOCRISY. Please, gurl. Bakit mo dinadamay yang depression sa relation niyong dalawa? He treated you nicely, and you chose not to be with him. BECAUSE HE'S NOt YOUR TYPE, RIGHT?",depressive
  NO JUDGING. DEPRESSION AND SUICIDE DEMONS CAST IN JESUS NAME. HEAVENS BEST HEALING AND DELIVERANCE BAPTIST CHURCH.  pic.twitter.com/onQ2C4YcWM,depressive
"I don't even think I have depression, honestly. I think I'm just sad and lonely and lazy. Mental illness has been a convenient excuse for me.",depressive
 Mine is both.(Goes into depression),depressive
"depression is lethal, you are condemning a woman who was actually fighting to live? guess who's the monster now#Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”",depressive
   to the reason I do not speak of this I speak of anything else that the sisters love each other and when you love only a strong depression or other can lead to harm to those you love ... I'm not giving reason ... but maybe Italy condemns a lot even if amanda has been cleared and,depressive
Please depression disappear. This shit haunts me daily. My dreams have been really nice they just never materialize. Just fear & sad emotions rule my mind. Sorry but this is where I vent. I know I'm a loser but hey things could change. I hope & pray for it to happen foe me,depressive
 Don't worry she will interrupt no longer but Mei is gonna fuck up later on. Warning: chapter 36 = depression coming,depressive
of course the mindset of a knetz who can't grasp the concept of depression/ mental health and thinks going to church is the answer to everything.   Ã¢Â€Â¦,depressive
I just got hit with what literally feels a solid block of depression wtf,depressive
More than depressive in 2non-depressive US children and teens have anxiety or depression   ,depressive
All I can say is Depression sucks!! #mentalhealth,depressive
granblue reminded me i have depression,depressive
I've just posted a new blog: Depression: Exercise decreases the chance of developing depression later in life   ,depressive
"#News #Story #Article    #Exercise can prevent depression, no matter your age or gender",depressive
" Jamie you mean a lot to a lot of people, there are undoubtedly people who want you around, people who genuinely enjoy your presence. Its just depression trying to convince you otherwise",depressive
it's real depression hours  pic.twitter.com/zOG4ZTBM2e,depressive
"therapy would more than likely help combat my debilitating depression but i highly doubt there's any indig therapists out there, and if there are they are not in oklahoma lol. no other therapist could possibly understand the generational trauma that i have felt since a child.",depressive
"Yesterday, I struggled really badly with my depression but worked through it. This morning, I have a permanent writing job offer in my emails and a genuine producer is currently reading an animated short I wrote. Keep going, even when it feels impossible.#WednesdayWisdom",depressive
National #Suicide Hotline: depressive-8non-depressivenon-depressive-273-8255 (#Logic Live At The #MTV VMAs / 2non-depressivedepressive7) #MentalHealth #Depression #BipolarBrave,depressive
Hi depression good to feel you again buddy.,depressive
  Ã¢Â€Â¦How the Federal Reserve caused the Depression and cheated Americans out of their money.,depressive
Great to have created an illustration for a powerful blog for  The First Time I Said I'm Depressed Check it out...  Ã¢Â€Â¦#depression #mentalhealth #illustration pic.twitter.com/gC6YNDttbe,depressive
  Ã¢Â€Â¦How the Federal Reserve caused the Depression and cheated Americans out of their money.,depressive
is depression considered a terminal illness if someone commits suicide,depressive
"Exercise can prevent depression, no matter your age or gender The finding is important because it could help reshape health policy, putting a greater emphasis on exercise to allay malaise.    via Quartz",depressive
evens a really good depressed character btw like obvs everything in this show is unrealistic and pathetic but its good to see depression - especially manic depression - shown through a person instead of a film character yknow,depressive
"All the #diet and #exercise #plans aren't #working. #People are getting fatter. No #doubt , if enforced they do #work, but #life isn't #like that.  #Something has been #overlooked.    #depression #posture #body #physical pic.twitter.com/fG5RlNggRb",depressive
"  Well I'm bipolar I have anxiety and depression, I am also suffering from PTSD and I get the fuck up daily. I don't have small children but I have a husband who works his ass off for me so the least I can do is cook and clean. Catelyn uses her laziness as mental, she's doing to",depressive
"  Ã¢Â€Â¦Bernanke: Federal Reserve caused Great DepressionFed chief says, 'We did it. ... very sorry, won't do it again'",depressive
i know i'm the reason for my depression but i have no motivation to change??,depressive
" Forget about the post Klopp era, I'm getting depression pangs over his record in big finals",depressive
 what taco do you recommend to stop my crippling depression,depressive
Depression's such a villainous state,depressive
More than depressive in 2non-depressive US children and teens have anxiety or depression   ,depressive
tryna listen to happy songs instead of sad songs to try and undo my depression oof,depressive
  Ã¢Â€Â¦The Federal Reserve'sÃ‚Â Tight Monetary PolicyÃ‚Â Caused the Great Depression.Ã‚Â Federal ReserveÃ‚Â Chairman Ben Bernanke andÃ‚Â theÃ‚Â late Nobel Prize-winning economist Milton Friedman blameÃ‚Â the Federal ReserveÃ‚Â forthe Great Depression. But they do so forÃ‚Â theÃ‚Â wrong,depressive
"Lil Prozac, a soundcloud rapper with songs made only using crippling depression and anxiety.",depressive
respected devendra fadnavis sir i am abdulla shaikh from mumbai sir my friend hasham qureshi want justice illegally possesion taken by jj marg police station sir his family is in depression due to this they will do suicide if anything happen them you and your government will be,depressive
"sometimes i don't fit in with my friends and im always at the verge of giving up but you guys gave me strength and persistence to fight the depression and the anxiety i have, im so proud of you guys right now i love you<Emoji: Heavy red heart> #StrayQuiz #StrayKids pic.twitter.com/YnzCr2rgUv",depressive
"#depression is to feel like crying every time someone askes how you feel, because you can not lie about it but at the same time don't want to bother them with your problems",depressive
girlllll its that type of depression that you swear the pain is physical. aint nothing wrong my brain just thought it would be nice to wreak havoc every once in a while,depressive
"My girl made it to season 4, dealing with her mental illness: depression and PTSD. Survivors guilt. Blaming herself for the death of someone in the camp.",depressive
2 am suddenly having not good feels ok.bmp because jpeg would be too high quality for this depressiongood night,depressive
#yoga 5 OLD AGE YOGA IN WEAKNESS STRESS & DEPRESSION DAILY YOGA FOR OLD AGE PEOPLE BY NITYANANDAM SHREE   ,depressive
#HealthNews - More than depressive in 2non-depressive US children and teens have anxiety or depression   ,depressive
From    and more about More than depressive in 2non-depressive US children and teens have anxiety or depression,depressive
   Ã¢Â€Â¦ this was excellent talk on depression.  <Emoji: Moyai>,depressive
"#africa #tech It doesn't matter where you live, what your gender is, or how old you areÃ¢Â€Â”sliding into a pair of running shoes may be your best first step to warding off depression.An international team of researchers from Kings College in London came Ã¢Â€Â¦   ",depressive
"Fuck depression, it should honestly just kill itself already",depressive
I love Lauren so much <Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Heavy red heart><Emoji: Heavy red heart> she has helped me threw depression and anxiety and the hardest times with family an friends <Emoji: Smiling face with halo>   thanks so much for everything pic.twitter.com/c6jSsmCfFX,depressive
fvck that depression,depressive
suffering from chronic depression  ,depressive
"And I guess, I just have to make sacrifices if I want to achieve my dreams. My family is very supportive at least (it's just, I can't stand living with them, as I need my own space and freedom; I feel trapped here). I just hope I can work through the stress and depression.",depressive
Engaging in physical activity decreases people's chance of developing depression   ,depressive
"depression: i'm always here for u, darling",depressive
"I'm suffering from depression, I'm thankful that you guys are helping me out, really, I love you guys so much even if you don't notice this, I'll always support y'all because its what you deserve<Emoji: Loudly crying face><Emoji: Two hearts><Emoji: Two hearts> #StrayQuiz #StrayKids ",depressive
More than one in 2non-depressive US children and teens have anxiety or depression   ,depressive
"IM GOING TO SEE  NEXT WEEK IN CHICAGO! IM SO EXCITED, MY DEPRESSION IS GONE, MY ASTHMA HAS BEEN HEALED, I AM A HAPPY PERSON. SEE YA AT THE HOUSE OF BLUES B <Emoji: Smiling face with open mouth and smiling eyes><Emoji: Smiling face with open mouth and smiling eyes><Emoji: Smiling face with open mouth and smiling eyes>",depressive
 i'll be in Seattle tonight! It would be cool to bump into you! havent seen you in a while! ,non-depressive
 oh that's something you can work around... you don't HAVE to associate with EVERYONE... just imagine them in their underwear ,non-depressive
 Goodnight!  I was good to get to tweet with you again! ,non-depressive
Good Snacks  Better to burn em off the next day on a bicycling ride. ,non-depressive
" Sounds lovely, hope the rest of your weekend is a really great one and that you are spoiled a little more ",non-depressive
 That video is no longer available. ,non-depressive
Want to advertise on my new site? 5 promo codes a week. That's it! ,non-depressive
 Glass of wine might help. ,non-depressive
" I had charlie chan, calzone, potato halves &amp; 4seasons frm yellow cab + lumpia + salmon belly strips ",non-depressive
Whew what a crazy day!!! Tomorrow should be fun... Relaxing on the reservoir ,non-depressive
" : last night i dreamed i meet you. i hope it's gonna be true. please come to Indonesia, PLEASE!!! ",non-depressive
" yeah i have like 2 or 3 more quarters to go. story is a bit long for twitter, facebook me for details ",non-depressive
  I'm smoking a fabulous Maduro right now.  And drinking a fabulous Ten Fidy with it!  ,non-depressive
Home from a very fun night with some great friends I have known my whole life! :-D Good times ,non-depressive
 Thank you!  I had a tuna cake - with a bit of catnip on the top. So yummy....,non-depressive
  hello friends!  Hope you are having a woderful weekend! ,non-depressive
me and best friend r ready for tonight ... uhuuuuuuuu hopefully something good will happen ,non-depressive
Party at adrians  ,non-depressive
" hahahaha the choc fountain, bj gave it to me, and she doesnt know ileft it in your house  just bring it ova! ",non-depressive
" I don't doubt it. Yeah gig was real good, out in the Sydney suburbs, was fun ",non-depressive
Amazingly fun time. I love you guys ,non-depressive
I've Been Thinking.. Mayb I Should Go To Sleep Soon. ,non-depressive
na fuck this.. imma party like a mother fucker.. party in my room!! wit my sis ,non-depressive
Lookin forward to the DauphinÃƒÂ© LibÃƒÂ©rÃƒÂ©. Go  ,non-depressive
And I was the sober one and having more fun than anyone. Thats how I roll- life of the party style!!! ,non-depressive
 going to see Bill Bailey In August ,non-depressive
 I didn't see it lol it was sold out! But I ate at pink taco ,non-depressive
 wut u tryna say? lol everydepressive shud be happy after they get out the shower ,non-depressive
 Haaaa. That Goes Down In The List Of Best Things You've Ever Said To Me (Lol) THANKS Mike ,non-depressive
 Heeeeeeeey! you're still out there! Good to hear from ya  I'm doing well...still jobhunting though...,non-depressive
 Nominees are out on the depressive6th. I hope the people over at the Emmys have sense this year. ,non-depressive
" The Rodchenko inspired web design just shouts, &quot;Revolution!&quot; to me. ",non-depressive
 really me to.! ,non-depressive
Do you like Y eats or Keats better. I like Keats about totally lapped him up or ate him up I should say haha no joke ,non-depressive
"Watching UP again with my brother, lmao. I looove this movie! ",non-depressive
 I'm gonna give you candy ,non-depressive
 yes it's a beautiful sunday over here ,non-depressive
 - got Sims 3 yet? I do. It ROCKS ,non-depressive
 ooo....the musical Hair! i wanna watch that! i just cant....boo....hope i could watch it when i go to new york! ,non-depressive
 LIVE guest???  I'm there (yet again.)  ,non-depressive
playing the wsop ladies event tomorrow  i'll let ya know how it goes,non-depressive
 welcome back to Iowa ,non-depressive
Drove around all night  Fat cop followed us the whole time. Ahhhmayzin.,non-depressive
 Mooorning Gio! Have a good trip! I hope to stop rain ,non-depressive
